timestamp,request_time,departure,arrival_s
2026-05-04 09:00:00.049606,0.023367895453040397,0.07297356665538716,0.04960567120234677
2026-05-04 09:00:00.471516,0.28692537466548707,0.7584413034570936,0.4715159287916065
2026-05-04 09:00:00.614471,0.25508186909686476,1.0135231725539584,0.614471273015302
2026-05-04 09:00:00.843247,0.17897548198546723,1.1924986545394256,0.8432471377078703
2026-05-04 09:00:01.169168,0.03800646294006992,1.2305051174794954,1.169167630753106
2026-05-04 09:00:01.525264,0.11707221161726955,1.642335883292357,1.5252636716750874
2026-05-04 09:00:01.953537,0.35451541534331044,2.3080522931769933,1.9535368778336828
2026-05-04 09:00:01.959735,0.3874310531507642,2.6954833463277574,1.9597346924812704
2026-05-04 09:00:02.263633,0.008409772679418639,2.703893119007176,2.2636328297257537
2026-05-04 09:00:02.475158,0.05839320672206564,2.762286325729242,2.4751580961642055
2026-05-04 09:00:03.038138,0.028688164705893433,3.0668257237319154,3.038137559026022
2026-05-04 09:00:03.965315,0.16734232935947835,4.132657423359443,3.9653150939999646
2026-05-04 09:00:04.422844,0.30131429753197414,4.724158760309658,4.422844462777684
2026-05-04 09:00:04.572209,0.14963769974739113,4.873796460057049,4.5722087375846785
2026-05-04 09:00:04.627936,0.18191246987007695,5.055708929927126,4.627936195649842
2026-05-04 09:00:04.811088,0.10020134414618016,5.155910274073306,4.811088418862906
2026-05-04 09:00:04.903595,0.03385487092957704,5.189765145002883,4.9035947734110525
2026-05-04 09:00:05.214726,0.6757883321581738,5.890514490709026,5.214726158550852
2026-05-04 09:00:05.335766,0.12682416691875664,6.017338657627782,5.335766144737297
2026-05-04 09:00:05.686167,0.022823376713567354,6.04016203434135,5.686166826707801
2026-05-04 09:00:06.717144,0.0036711296302315076,6.72081480841561,6.717143678785378
2026-05-04 09:00:06.875090,0.3303435941646861,7.205433576933894,6.875089982769207
2026-05-04 09:00:07.168869,0.07755931231894632,7.28299288925284,7.168869355243716
2026-05-04 09:00:07.187421,0.4628216469296928,7.745814536182533,7.18742147112606
2026-05-04 09:00:07.615927,0.0021198253726343714,7.747934361555168,7.615926513855795
2026-05-04 09:00:08.016005,0.5042983061147099,8.520303780070542,8.01600547395583
2026-05-04 09:00:08.285807,0.1187570798657284,8.63906085993627,8.285806628289368
2026-05-04 09:00:08.919092,0.2793799853123196,9.198472472560626,8.919092487248307
2026-05-04 09:00:09.052271,0.45512936268086535,9.653601835241492,9.052271495077083
2026-05-04 09:00:09.921959,0.22488379139145712,10.146842402506149,9.921958611114691
2026-05-04 09:00:10.252504,0.08175655485340891,10.334260573121202,10.252504018267794
2026-05-04 09:00:10.563713,0.048041151710812746,10.611754259578356,10.563713107867544
2026-05-04 09:00:10.758550,0.29730758052595047,11.055857392015952,10.758549811490001
2026-05-04 09:00:11.138692,0.01572215934676714,11.154414371255324,11.138692211908557
2026-05-04 09:00:11.257795,0.2664829502146576,11.524277818939098,11.25779486872444
2026-05-04 09:00:11.882056,0.18200752647618035,12.064063628295253,11.882056101819073
2026-05-04 09:00:12.771299,0.15526036363486012,12.926559387806284,12.771299024171425
2026-05-04 09:00:12.824917,0.40696277487018784,13.333522162676472,12.824917194540822
2026-05-04 09:00:13.613002,0.36207234818451167,13.975074745661969,13.613002397477457
2026-05-04 09:00:13.681369,0.3527396016677335,14.327814347329703,13.681368789800356
2026-05-04 09:00:13.719678,0.06209372064449819,14.3899080679742,13.719678115874377
2026-05-04 09:00:13.764611,0.0431031571232964,14.433011225097497,13.764611322506079
2026-05-04 09:00:13.871804,0.11236526196450075,14.545376487061997,13.871804322012276
2026-05-04 09:00:14.788285,0.10038703407534542,14.888672226808422,14.788285192733078
2026-05-04 09:00:15.082525,0.18461900048544072,15.267144465899209,15.082525465413768
2026-05-04 09:00:15.584001,1.9830863819756155,17.567086967884247,15.584000585908633
2026-05-04 09:00:16.125446,0.0031404810892015135,17.570227448973448,16.125446391190852
2026-05-04 09:00:16.314188,0.19236632666637163,17.762593775639818,16.314187963447548
